0.000000	47.251406	65.272701	30.642679	20.687376	9.348594	17.625488	105.160315	33.075673	6.953443	14.521210	5.434658	22.127015
0.001000	31.241280	68.469253	27.148464	14.187372	6.859636	24.916508	106.313251	33.290490	6.184608	13.438105	5.402455	22.827871
0.002000	26.894567	60.280744	28.025061	18.550815	6.746940	31.316866	106.686481	35.592256	15.838012	14.860805	4.949145	30.414211
0.003000	26.634774	70.158738	38.227684	26.488622	16.013722	32.515554	105.171637	32.460622	6.801143	14.044879	5.471814	23.102275
0.004000	28.544730	62.121053	25.792924	26.488622	19.436442	15.414497	105.334966	34.057876	7.991907	13.911709	5.318234	24.251755
0.005000	34.666691	63.271699	24.620011	21.526651	17.768550	32.775932	107.668392	36.394446	15.535904	13.578125	5.030889	29.015113
0.006000	39.166470	65.401798	24.545435	12.907304	10.073065	31.794322	107.253396	37.480849	17.157730	14.880888	4.988778	30.118054
0.007000	35.862218	62.168763	24.649045	15.302370	6.132009	17.181413	106.419792	35.289611	16.010695	14.870847	4.936759	30.739316
0.008000	32.958796	70.647062	24.620943	23.153427	6.453932	16.096245	105.975736	35.098126	15.811290	15.811290	4.961530	28.333079
0.009000	28.431672	64.088377	24.601214	31.153965	9.760737	32.100713	105.433178	31.972998	7.115905	15.658581	5.404932	20.193567
0.010000	24.402393	66.833090	24.836821	23.150773	9.432311	32.450825	106.585633	33.444064	8.997475	13.434747	5.352913	23.785266
0.011000	30.442658	65.494411	24.803609	18.117897	15.476004	16.515301	105.972909	34.313093	14.504462	15.970628	4.976393	27.378283
0.012000	36.331288	67.728349	24.770823	17.030929	23.823922	22.271243	104.324034	32.752130	7.109096	15.489109	5.419795	20.348101
0.013000	47.622902	68.295252	24.810990	22.358616	18.550978	34.117926	104.053540	31.972998	6.119779	15.983983	5.414841	22.605021
0.014000	37.298293	64.071539	24.879117	25.790377	11.541325	32.855498	103.252736	32.162486	6.818178	15.366386	5.444566	22.958513
0.015000	30.796265	67.259671	24.973502	25.292385	6.149084	15.492679	106.181258	33.610460	7.518900	12.953926	5.350436	24.274721
0.016000	25.448870	59.445509	24.936458	20.192167	5.005081	19.764551	108.491967	36.706004	18.618846	13.741592	5.040798	29.015113
0.017000	26.805564	70.024029	24.688644	16.906348	12.240036	31.782659	105.140502	32.739239	12.863165	15.963950	5.050706	24.345929
0.018000	28.922391	64.439184	24.652168	17.831361	20.344445	23.426453	104.346707	32.463847	5.974023	14.701084	5.474291	22.945354
0.019000	34.147106	63.055602	24.654439	22.643898	19.336626	13.509980	107.674031	36.089093	16.193328	14.238348	5.097771	29.337916
0.020000	52.679283	70.453416	32.420224	29.953162	17.527060	31.655649	104.588750	32.896208	11.058338	16.289137	5.137405	23.066101
0.021000	43.995924	64.200636	38.532058	25.937142	12.188518	30.868609	104.738061	31.966542	8.764455	15.651898	5.216672	22.277620
0.022000	32.359830	71.082062	38.020709	20.030212	10.031206	21.099902	104.335371	32.608010	6.956849	15.665264	5.387592	22.451228
0.023000	25.874641	62.179989	33.053323	15.894129	8.311796	18.413564	104.783378	31.860938	4.502587	14.238348	5.499062	22.490744
0.024000	24.245097	65.819960	26.844090	18.943244	10.169661	31.339685	107.264682	34.374132	11.786235	12.933757	5.310802	25.850282
