0.000000	39.234903	68.783576	26.381957	22.917239	15.913906	26.825116	106.738176	35.494824	12.470262	13.616072	5.110157	26.990874
0.001000	44.543392	71.009094	24.619949	22.094563	22.796868	18.648110	103.389017	32.003021	6.151512	14.385833	5.318234	22.154367
0.002000	28.460538	67.399993	35.926615	15.392691	9.142523	15.276896	106.139708	36.376207	18.599918	15.191117	4.770793	30.733812
0.003000	39.743267	69.050189	24.638968	29.970951	10.082724	30.902602	103.919095	31.977187	5.791677	14.685339	5.276123	20.681140
0.004000	43.428903	64.983636	35.451791	12.465042	5.056305	31.559105	108.095253	36.722959	16.204353	14.086133	4.939236	29.980615
0.005000	31.053652	68.258769	24.666787	24.159215	15.170117	33.109083	105.037429	33.563158	7.137352	14.865154	5.392547	21.502003
0.006000	34.471847	66.007992	36.218814	21.132752	18.889064	13.750781	105.867141	34.662251	16.008357	15.357357	4.842629	28.841607
0.007000	52.127512	66.990251	24.751236	15.043865	16.309950	17.356541	105.079911	33.141069	8.512976	12.627395	5.256306	22.675153
0.008000	32.525809	69.692867	48.952996	30.429036	11.860092	30.546265	104.045875	32.749862	7.935143	15.649547	5.236489	21.311529
0.009000	32.980446	68.160543	24.728953	14.364900	5.944188	30.851697	105.698281	34.000965	15.483413	15.646205	4.812904	25.470462
0.010000	49.586916	66.549638	31.361002	23.254271	8.772238	26.356335	105.769008	34.707213	11.479101	14.099550	5.107679	24.914433
0.011000	33.050205	69.137189	24.660967	21.431746	18.811788	15.939881	104.051547	33.697339	13.208344	16.306811	4.887217	25.161412
0.012000	31.388014	67.689058	35.622241	17.753498	20.408842	18.816983	104.649098	32.807893	6.670272	13.262108	5.273646	23.936335
0.013000	54.464288	68.213865	24.593266	25.206137	11.106643	32.800140	105.568993	35.261706	13.208344	15.656232	4.884740	24.043681
0.014000	31.854678	66.877993	26.297809	13.629873	6.524769	30.928782	105.217788	33.924768	7.851192	13.445842	5.189424	24.275719
0.015000	32.773574	70.484287	24.772851	25.559111	10.459449	32.855498	104.603756	32.285114	6.615722	15.818963	5.229058	19.223168
0.016000	52.193535	67.708703	24.511822	20.326091	13.885389	13.800817	106.979318	35.612447	17.645172	15.044900	4.802995	30.592335
0.017000	33.586628	67.130574	24.529680	15.236965	20.969099	18.060180	106.325417	32.676695	8.354414	13.616072	5.177038	24.122472
0.018000	31.563615	70.430965	30.338305	30.815961	15.797991	30.882936	104.465748	32.127947	6.947643	15.004734	5.293462	21.639606
0.019000	44.035029	66.653477	24.560905	12.166048	4.728472	31.169416	106.999085	35.946924	13.599283	14.905334	4.976393	30.141722
0.020000	40.339617	72.064321	25.949198	24.965968	10.240498	33.184563	104.195315	32.605745	9.765932	15.988317	5.196855	20.359009
0.021000	27.479100	67.689058	24.546002	21.291593	13.872510	15.220605	107.133735	34.850710	12.777746	13.432406	5.038320	28.715830
0.022000	53.327733	71.654579	26.160426	18.423120	24.267711	19.054657	104.189643	32.442230	8.272889	15.818963	5.196855	21.800260
0.023000	36.615135	67.335445	25.495832	24.724473	12.391370	22.421922	106.561060	36.229953	17.314275	15.201155	4.763362	30.112546
0.024000	28.513459	68.390672	24.542880	15.959534	8.756138	32.736823	104.370237	31.074883	5.669740	13.258748	5.268691	21.689102
0.025000	53.023551	71.640547	39.347781	25.228694	9.545006	31.969858	104.454410	33.057301	8.920488	14.828323	5.206764	21.304925
0.026000	39.635729	68.665704	24.722140	21.513382	10.935990	17.315886	105.999197	35.280951	15.513506	15.839010	4.830244	26.296126
0.027000	28.578407	68.749898	37.387611	17.180426	21.693736	16.856175	103.958812	32.807893	6.171991	13.752673	5.286031	22.815703
0.028000	37.377674	66.844315	24.801906	24.947392	15.273152	20.105425	106.423465	35.762089	16.989807	15.852375	4.815381	29.796747
0.029000	52.490643	70.992256	48.750097	17.273862	11.364232	32.040541	104.212329	32.310930	6.476955	14.379129	5.343005	22.147774
0.030000	28.778062	67.293348	24.815957	23.051256	4.424543	32.710617	106.701451	35.921297	16.830822	15.855717	4.857492	29.483988
0.031000	36.035413	69.280318	42.939396	22.848241	13.119060	20.799682	104.229343	31.386615	4.833685	13.909367	5.340527	22.648809
0.032000	53.514015	70.557255	24.680838	16.943722	21.627168	16.290137	104.195315	32.448682	11.082967	17.125414	4.971439	21.324737
0.033000	29.360190	66.751702	30.715729	25.041601	15.749693	17.444105	107.408598	36.567210	15.553629	14.901986	4.954099	30.296294
